Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,property_id,temperature,humidity,description,feels_like,Rent_per_Sqft,Log_Rent,Is_Furnished,Monthly_Rental_Income,Est_Property_Value,Rent_Yield_Estimate,City_Median_Rent_Sqft,Investment_Label,Locality_Desirability_Score,City_Encoded
2022-06-08,2,12000,950,1 out of 1,Carpet Area,"Jote Shibrampur, Joth Shibrampur",Kolkata,Unfurnished,Bachelors,2,Contact Owner,103,31.01,71,overcast clouds,37.93,12.631578947368421,9.392745258631441,0,12000,5700000,2.526315789473684,13.315602836879432,0,5.0,0
2022-05-26,3,30000,2000,Ground out of 2,Super Area,Behala,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,104,31.01,71,overcast clouds,37.93,15.0,10.308985993422082,1,30000,12000000,3.0,13.315602836879432,1,7.0,0
2022-06-26,1,6500,650,1 out of 1,Super Area,Joka,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,105,31.01,71,overcast clouds,37.93,10.0,8.77971129020447,1,6500,3900000,2.0,13.315602836879432,0,3.0,0
2022-04-25,2,11000,550,2 out of 3,Carpet Area,Ultadanga,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,106,31.01,71,overcast clouds,37.93,20.0,9.305741456739435,0,11000,3300000,4.0,13.315602836879432,1,8.0,0
2022-05-05,2,7500,600,Ground out of 2,Super Area,"Amtala, Diamond Harbour Road",Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,107,31.01,71,overcast clouds,37.93,12.5,8.922791623969637,1,7500,3600000,2.5,13.315602836879432,0,5.0,0
2022-05-12,3,15000,1068,Ground out of 3,Super Area,Bansdroni,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,108,31.01,71,overcast clouds,37.93,14.044943820224718,9.61587214452889,1,15000,6408000,2.8089887640449436,13.315602836879432,1,6.0,0
2022-06-29,2,4500,750,Ground out of 1,Super Area,Azadgarh,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,109,31.01,71,overcast clouds,37.93,6.0,8.412054873292933,1,4500,4500000,1.2,13.315602836879432,0,1.0,0
2022-06-22,1,7500,150,1 out of 1,Super Area,Salt Lake City,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,110,31.01,71,overcast clouds,37.93,50.0,8.922791623969637,1,7500,900000,10.0,13.315602836879432,1,10.0,0
2022-06-25,1,7500,450,2 out of 2,Carpet Area,New Town,Kolkata,Unfurnished,Bachelors,1,Contact Owner,111,31.01,71,overcast clouds,37.93,16.666666666666668,8.922791623969637,0,7500,2700000,3.3333333333333335,13.315602836879432,1,7.0,0
2022-06-04,2,12000,1800,1 out of 1,Carpet Area,Birati,Kolkata,Unfurnished,Bachelors,2,Contact Owner,112,31.01,71,overcast clouds,37.93,6.666666666666667,9.392745258631441,0,12000,10800000,1.3333333333333335,13.315602836879432,0,1.0,0
2022-05-18,2,6500,800,Ground out of 2,Carpet Area,"Chak Thakurani, Thakurpukur",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,113,31.01,71,overcast clouds,37.93,8.125,8.77971129020447,0,6500,4800000,1.625,13.315602836879432,0,2.0,0
2022-05-07,2,7000,450,Ground out of 3,Carpet Area,Mandirtala,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,114,31.01,71,overcast clouds,37.93,15.555555555555555,8.853808274977197,0,7000,2700000,3.111111111111111,13.315602836879432,1,7.0,0
2022-05-11,2,8000,1000,Ground out of 2,Super Area,"Chinar Park, Rajarhat",Kolkata,Furnished,Bachelors/Family,1,Contact Owner,115,31.01,71,overcast clouds,37.93,8.0,8.987321812850125,1,8000,6000000,1.6,13.315602836879432,0,1.0,0
2022-07-03,2,5000,800,Ground out of 1,Carpet Area,Baruipur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,116,31.01,71,overcast clouds,37.93,6.25,8.517393171418904,0,5000,4800000,1.25,13.315602836879432,0,1.0,0
2022-06-25,1,6500,350,1 out of 2,Carpet Area,Dhakuria,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,117,31.01,71,overcast clouds,37.93,18.571428571428573,8.77971129020447,1,6500,2100000,3.7142857142857144,13.315602836879432,1,8.0,0
2022-06-07,1,7500,680,1 out of 3,Super Area,Jadavpur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,118,31.01,71,overcast clouds,37.93,11.029411764705882,8.922791623969637,0,7500,4080000,2.2058823529411766,13.315602836879432,0,4.0,0
2022-05-27,2,18000,600,Ground out of 3,Super Area,Bagha Jatin Pally,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,119,31.01,71,overcast clouds,37.93,30.0,9.798182590890704,1,18000,3600000,6.0,13.315602836879432,1,10.0,0
2022-06-12,1,17500,480,1 out of 2,Carpet Area,Rabindra Sarovar Metro,Kolkata,Furnished,Bachelors,2,Contact Owner,120,31.01,71,overcast clouds,37.93,36.458333333333336,9.770013301136158,1,17500,2880000,7.291666666666667,13.315602836879432,1,10.0,0
2022-04-24,2,8000,750,2 out of 4,Carpet Area,rishi aurobindo sarani neat NIOH hospital,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,121,31.01,71,overcast clouds,37.93,10.666666666666666,8.987321812850125,1,8000,4500000,2.1333333333333333,13.315602836879432,0,3.0,0
2022-06-07,1,7500,680,Ground out of 2,Super Area,Jadavpur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,122,31.01,71,overcast clouds,37.93,11.029411764705882,8.922791623969637,0,7500,4080000,2.2058823529411766,13.315602836879432,0,4.0,0
2022-05-10,2,7000,685,2 out of 3,Super Area,Dum Dum Metro,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,123,31.01,71,overcast clouds,37.93,10.218978102189782,8.853808274977197,0,7000,4110000,2.0437956204379564,13.315602836879432,0,3.0,0
2022-06-26,2,16000,850,1 out of 4,Carpet Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors,1,Contact Agent,124,31.01,71,overcast clouds,37.93,18.823529411764707,9.680406499268875,1,16000,5100000,3.7647058823529407,13.315602836879432,1,8.0,0
2022-05-24,1,6500,44,Ground out of 1,Carpet Area,Baranagar,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,125,31.01,71,overcast clouds,37.93,147.72727272727272,8.77971129020447,1,6500,264000,29.545454545454547,13.315602836879432,1,10.0,0
2022-06-18,2,10000,900,Ground out of 3,Super Area,Garia,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,126,31.01,71,overcast clouds,37.93,11.11111111111111,9.210440366976517,0,10000,5400000,2.2222222222222223,13.315602836879432,0,4.0,0
2022-06-26,2,16000,850,1 out of 2,Carpet Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors,1,Contact Agent,127,31.01,71,overcast clouds,37.93,18.823529411764707,9.680406499268875,1,16000,5100000,3.7647058823529407,13.315602836879432,1,8.0,0
2022-05-24,1,1500,200,Ground out of 2,Super Area,Santoshpur,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,128,31.01,71,overcast clouds,37.93,7.5,7.313886831633462,1,1500,1200000,1.5,13.315602836879432,0,1.0,0
2022-05-30,2,6500,700,Ground out of 2,Super Area,Bandel,Kolkata,Unfurnished,Bachelors,1,Contact Owner,129,31.01,71,overcast clouds,37.93,9.285714285714286,8.77971129020447,0,6500,4200000,1.8571428571428572,13.315602836879432,0,2.0,0
2022-06-06,3,25000,1100,2 out of 3,Super Area,"Regent Estate, Bijoygarh",Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner,130,31.01,71,overcast clouds,37.93,22.727272727272727,10.12667110305036,0,25000,6600000,4.545454545454546,13.315602836879432,1,9.0,0
2022-06-10,4,13000,1200,Ground out of 2,Carpet Area,Tollygunge,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,131,31.01,71,overcast clouds,37.93,10.833333333333334,9.472781556562168,0,13000,7200000,2.166666666666667,13.315602836879432,0,3.0,0
2022-05-05,2,9000,500,Ground out of 2,Carpet Area,Airport Near Gate No. 21/2,Kolkata,Unfurnished,Bachelors,1,Contact Owner,132,31.01,71,overcast clouds,37.93,18.0,9.105090961257085,0,9000,3000000,3.5999999999999996,13.315602836879432,1,8.0,0
2022-07-03,2,21000,850,1 out of 1,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2,Contact Agent,133,31.01,71,overcast clouds,37.93,24.705882352941178,9.952325334619427,0,21000,5100000,4.941176470588235,13.315602836879432,1,9.0,0
2022-04-29,4,10000,1110,2 out of 2,Carpet Area,Purbasa,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,134,31.01,71,overcast clouds,37.93,9.00900900900901,9.210440366976517,0,10000,6660000,1.8018018018018018,13.315602836879432,0,2.0,0
2022-04-28,2,12000,800,1 out of 2,Carpet Area,Kasba,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,135,31.01,71,overcast clouds,37.93,15.0,9.392745258631441,0,12000,4800000,3.0,13.315602836879432,1,7.0,0
2022-05-05,2,12000,1000,1 out of 3,Super Area,Jadavpur,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,136,31.01,71,overcast clouds,37.93,12.0,9.392745258631441,0,12000,6000000,2.4,13.315602836879432,0,4.0,0
2022-05-22,3,40000,1500,Ground out of 2,Super Area,Beliaghata,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,137,31.01,71,overcast clouds,37.93,26.666666666666668,10.596659732783579,0,40000,9000000,5.333333333333334,13.315602836879432,1,10.0,0
2022-06-05,3,7500,1000,Ground out of 2,Carpet Area,south station pally dankuni,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,138,31.01,71,overcast clouds,37.93,7.5,8.922791623969637,1,7500,6000000,1.5,13.315602836879432,0,1.0,0
2022-06-18,2,12500,950,1 out of 4,Super Area,"Magnolia Prestige, Rajarhat",Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,139,31.01,71,overcast clouds,37.93,13.157894736842104,9.433563920090563,1,12500,5700000,2.631578947368421,13.315602836879432,0,5.0,0
2022-06-07,1,5000,350,1 out of 1,Carpet Area,Thakurpukur,Kolkata,Unfurnished,Bachelors,1,Contact Owner,140,31.01,71,overcast clouds,37.93,14.285714285714286,8.517393171418904,0,5000,2100000,2.857142857142857,13.315602836879432,1,6.0,0
2022-06-08,2,5500,500,Ground out of 2,Super Area,"Baishnabghata Patuli Township, Patuli",Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,141,31.01,71,overcast clouds,37.93,11.0,8.612685172875459,0,5500,3000000,2.1999999999999997,13.315602836879432,0,3.0,0
2022-04-27,2,9000,600,Ground out of 2,Super Area,Baghajatin,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,142,31.01,71,overcast clouds,37.93,15.0,9.105090961257085,0,9000,3600000,3.0,13.315602836879432,1,7.0,0
2022-06-26,2,5000,392,Ground out of 2,Super Area,Jadavpur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,143,31.01,71,overcast clouds,37.93,12.755102040816327,8.517393171418904,0,5000,2352000,2.5510204081632653,13.315602836879432,0,5.0,0
2022-06-26,2,8000,1600,Ground out of 2,Carpet Area,Kalyani,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner,144,31.01,71,overcast clouds,37.93,5.0,8.987321812850125,1,8000,9600000,1.0,13.315602836879432,0,1.0,0
2022-06-11,2,7000,986,2 out of 3,Carpet Area,Pranthik Society Library Road Bhadreswar,Kolkata,Unfurnished,Bachelors,1,Contact Owner,145,31.01,71,overcast clouds,37.93,7.099391480730223,8.853808274977197,0,7000,5916000,1.4198782961460445,13.315602836879432,0,1.0,0
2022-06-11,1,7000,800,1 out of 2,Carpet Area,Kumargali,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,146,31.01,71,overcast clouds,37.93,8.75,8.853808274977197,0,7000,4800000,1.7500000000000002,13.315602836879432,0,2.0,0
2022-07-03,3,35000,1330,1 out of 3,Carpet Area,Salt Lake City Sector 2,Kolkata,Unfurnished,Bachelors,2,Contact Agent,147,31.01,71,overcast clouds,37.93,26.31578947368421,10.463131911491967,0,35000,7980000,5.263157894736842,13.315602836879432,1,10.0,0
2022-05-09,2,6000,700,1 out of 2,Super Area,Barasat-Barrackpore Road,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,148,31.01,71,overcast clouds,37.93,8.571428571428571,8.699681400989514,0,6000,4200000,1.7142857142857144,13.315602836879432,0,2.0,0
2022-06-25,1,5000,450,2 out of 4,Carpet Area,"Dum Dum Heights, Jessore Road",Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,149,31.01,71,overcast clouds,37.93,11.11111111111111,8.517393171418904,1,5000,2700000,2.2222222222222223,13.315602836879432,0,4.0,0
2022-06-29,1,3500,200,Upper Basement out of 4,Super Area,Baguihati,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,150,31.01,71,overcast clouds,37.93,17.5,8.160803920954665,1,3500,1200000,3.5000000000000004,13.315602836879432,1,8.0,0
2022-05-14,3,15000,1300,Ground out of 3,Super Area,Lake Town,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,151,31.01,71,overcast clouds,37.93,11.538461538461538,9.61587214452889,1,15000,7800000,2.307692307692308,13.315602836879432,0,4.0,0
2022-05-19,1,5200,750,2 out of 4,Super Area,Keshtopur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,152,31.01,71,overcast clouds,37.93,6.933333333333334,8.556606193773073,0,5200,4500000,1.3866666666666667,13.315602836879432,0,1.0,0
2022-05-03,2,6500,700,Ground out of 2,Super Area,Sonarpur,Kolkata,Unfurnished,Bachelors,1,Contact Owner,153,31.01,71,overcast clouds,37.93,9.285714285714286,8.77971129020447,0,6500,4200000,1.8571428571428572,13.315602836879432,0,2.0,0
2022-06-26,3,10000,1190,1 out of 2,Carpet Area,Sarsuna,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,154,31.01,71,overcast clouds,37.93,8.403361344537815,9.210440366976517,0,10000,7140000,1.680672268907563,13.315602836879432,0,2.0,0
2022-05-22,2,6200,800,Ground out of 2,Carpet Area,Kestopur,Kolkata,Unfurnished,Bachelors,1,Contact Owner,155,31.01,71,overcast clouds,37.93,7.75,8.732465848349879,0,6200,4800000,1.55,13.315602836879432,0,1.0,0
2022-06-07,3,15000,1500,1 out of 2,Super Area,"Biren Roy Road (W) Chowrashtra Behala, Raja Rammohan Roy Road",Kolkata,Unfurnished,Family,2,Contact Owner,156,31.01,71,overcast clouds,37.93,10.0,9.61587214452889,0,15000,9000000,2.0,13.315602836879432,0,3.0,0
2022-05-17,2,14000,900,Ground out of 2,Carpet Area,Salt Lake City,Kolkata,Unfurnished,Bachelors,2,Contact Agent,157,31.01,71,overcast clouds,37.93,15.555555555555555,9.546884034617925,0,14000,5400000,3.111111111111111,13.315602836879432,1,7.0,0
2022-05-26,2,9900,800,1 out of 4,Carpet Area,Bijoygarh,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,158,31.01,71,overcast clouds,37.93,12.375,9.200391041122515,0,9900,4800000,2.475,13.315602836879432,0,5.0,0
2022-04-29,2,9000,900,Ground out of 1,Super Area,Keshtopur,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,159,31.01,71,overcast clouds,37.93,10.0,9.105090961257085,0,9000,5400000,2.0,13.315602836879432,0,3.0,0
2022-07-03,2,7000,850,Ground out of 3,Super Area,Baranagar,Kolkata,Unfurnished,Bachelors,1,Contact Owner,160,31.01,71,overcast clouds,37.93,8.235294117647058,8.853808274977197,0,7000,5100000,1.647058823529412,13.315602836879432,0,2.0,0
2022-07-03,1,24000,710,1 out of 1,Super Area,Salt Lake City Sector 1,Kolkata,Furnished,Bachelors,1,Contact Agent,161,31.01,71,overcast clouds,37.93,33.80281690140845,10.085850775128717,1,24000,4260000,6.760563380281689,13.315602836879432,1,10.0,0
2022-05-12,1,8000,500,1 out of 2,Super Area,Lake Town,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,162,31.01,71,overcast clouds,37.93,16.0,8.987321812850125,0,8000,3000000,3.2,13.315602836879432,1,7.0,0
2022-05-10,1,5000,322,1 out of 3,Carpet Area,Dum Dum Metro,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,163,31.01,71,overcast clouds,37.93,15.527950310559007,8.517393171418904,0,5000,1932000,3.1055900621118013,13.315602836879432,1,7.0,0
2022-06-01,3,14500,1800,Ground out of 2,Super Area,Belghoria,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,164,31.01,71,overcast clouds,37.93,8.055555555555555,9.581972891547895,1,14500,10800000,1.6111111111111112,13.315602836879432,0,2.0,0
2022-05-28,2,15000,1500,Ground out of 2,Super Area,Garia,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,165,31.01,71,overcast clouds,37.93,10.0,9.61587214452889,0,15000,9000000,2.0,13.315602836879432,0,3.0,0
2022-06-19,2,6500,800,Ground out of 2,Carpet Area,Agarpara,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,166,31.01,71,overcast clouds,37.93,8.125,8.77971129020447,1,6500,4800000,1.625,13.315602836879432,0,2.0,0
2022-05-23,1,8200,500,1 out of 3,Carpet Area,"Rabindra Pally, Keshtopur",Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,167,31.01,71,overcast clouds,37.93,16.4,9.012011377036412,1,8200,3000000,3.2800000000000002,13.315602836879432,1,7.0,0
2022-05-26,1,5500,400,Ground out of 3,Carpet Area,jadavpur central park east,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,168,31.01,71,overcast clouds,37.93,13.75,8.612685172875459,0,5500,2400000,2.75,13.315602836879432,1,6.0,0
2022-07-03,4,40000,1500,Ground out of 2,Carpet Area,Salt Lake City Sector 1,Kolkata,Unfurnished,Bachelors,2,Contact Agent,169,31.01,71,overcast clouds,37.93,26.666666666666668,10.596659732783579,0,40000,9000000,5.333333333333334,13.315602836879432,1,10.0,0
2022-06-08,3,40000,3500,1 out of 2,Super Area,Salt Lake City,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,170,31.01,71,overcast clouds,37.93,11.428571428571429,10.596659732783579,1,40000,21000000,2.2857142857142856,13.315602836879432,0,4.0,0
2022-05-15,2,6500,600,2 out of 3,Super Area,Thakurpukur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,171,31.01,71,overcast clouds,37.93,10.833333333333334,8.77971129020447,0,6500,3600000,2.166666666666667,13.315602836879432,0,3.0,0
2022-06-26,2,12000,957,1 out of 2,Carpet Area,Dasnagar,Kolkata,Furnished,Bachelors,2,Contact Owner,172,31.01,71,overcast clouds,37.93,12.539184952978056,9.392745258631441,1,12000,5742000,2.507836990595611,13.315602836879432,0,5.0,0
2022-05-23,2,15000,480,Ground out of 3,Carpet Area,shukhobrishti,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,173,31.01,71,overcast clouds,37.93,31.25,9.61587214452889,1,15000,2880000,6.25,13.315602836879432,1,10.0,0
2022-05-18,1,6500,850,1 out of 3,Carpet Area,Baksara,Kolkata,Unfurnished,Bachelors,1,Contact Owner,174,31.01,71,overcast clouds,37.93,7.647058823529412,8.77971129020447,0,6500,5100000,1.5294117647058825,13.315602836879432,0,1.0,0
2022-06-24,1,10000,700,1 out of 2,Carpet Area,Garia,Kolkata,Unfurnished,Bachelors,1,Contact Owner,175,31.01,71,overcast clouds,37.93,14.285714285714286,9.210440366976517,0,10000,4200000,2.857142857142857,13.315602836879432,1,6.0,0
2022-06-23,2,10000,900,Ground out of 2,Carpet Area,Birati,Kolkata,Unfurnished,Bachelors,2,Contact Owner,176,31.01,71,overcast clouds,37.93,11.11111111111111,9.210440366976517,0,10000,5400000,2.2222222222222223,13.315602836879432,0,4.0,0
2022-05-14,3,10000,800,Ground out of 4,Super Area,Brahmapur,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,177,31.01,71,overcast clouds,37.93,12.5,9.210440366976517,0,10000,4800000,2.5,13.315602836879432,0,5.0,0
2022-06-21,6,20000,1000,1 out of 1,Super Area,Sonarpur,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,178,31.01,71,overcast clouds,37.93,20.0,9.90353755128617,1,20000,6000000,4.0,13.315602836879432,1,8.0,0
2022-07-03,2,15000,1000,Ground out of 2,Carpet Area,Tn Chatterjee Street,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,179,31.01,71,overcast clouds,37.93,15.0,9.61587214452889,1,15000,6000000,3.0,13.315602836879432,1,7.0,0
2022-06-29,2,15000,600,Ground out of 2,Super Area,Agarpara,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,180,31.01,71,overcast clouds,37.93,25.0,9.61587214452889,1,15000,3600000,5.0,13.315602836879432,1,9.0,0
2022-05-09,2,10500,800,1 out of 2,Carpet Area,Santoshpur,Kolkata,Unfurnished,Family,2,Contact Owner,181,31.01,71,overcast clouds,37.93,13.125,9.259225769705994,0,10500,4800000,2.625,13.315602836879432,0,5.0,0
2022-06-22,2,6700,800,1 out of 2,Super Area,"Baishnavghata patuli , house number s-300 Kolkata 700094",Kolkata,Furnished,Bachelors/Family,1,Contact Owner,182,31.01,71,overcast clouds,37.93,8.375,8.81001204797317,1,6700,4800000,1.675,13.315602836879432,0,2.0,0
2022-06-12,1,4700,250,1 out of 2,Super Area,Kaikhali,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,183,31.01,71,overcast clouds,37.93,18.8,8.45553053102413,1,4700,1500000,3.7600000000000002,13.315602836879432,1,8.0,0
2022-06-11,3,10000,900,Ground out of 3,Carpet Area,Garia,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,184,31.01,71,overcast clouds,37.93,11.11111111111111,9.210440366976517,1,10000,5400000,2.2222222222222223,13.315602836879432,0,4.0,0
2022-04-24,1,5000,350,Ground out of 3,Carpet Area,Purba Barisha,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,185,31.01,71,overcast clouds,37.93,14.285714285714286,8.517393171418904,1,5000,2100000,2.857142857142857,13.315602836879432,1,6.0,0
2022-05-14,1,5000,500,Ground out of 3,Carpet Area,Bata Nagar,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,186,31.01,71,overcast clouds,37.93,10.0,8.517393171418904,1,5000,3000000,2.0,13.315602836879432,0,3.0,0
2022-05-20,2,5000,450,2 out of 2,Carpet Area,Birati,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,187,31.01,71,overcast clouds,37.93,11.11111111111111,8.517393171418904,1,5000,2700000,2.2222222222222223,13.315602836879432,0,4.0,0
2022-05-27,1,10000,435,2 out of 3,Super Area,Kasba,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,188,31.01,71,overcast clouds,37.93,22.988505747126435,9.210440366976517,0,10000,2610000,4.597701149425287,13.315602836879432,1,9.0,0
2022-05-09,1,5000,350,Ground out of 5,Carpet Area,Agarpara,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,189,31.01,71,overcast clouds,37.93,14.285714285714286,8.517393171418904,1,5000,2100000,2.857142857142857,13.315602836879432,1,6.0,0
